"CTY" "CLRS" "Shape.Reported" "State" "Time"
"48298" "Riverhead" "YELLOW" "OTHER" "NY" "3/15/2009 22:15"
"48321" "Star Lake" "" "" "NY" "3/17/2009 20:35"
"48378" "Vestal" "" "FORMATION" "NY" "3/22/2009 20:51"
"48451" "New York City" "GREEN" "" "NY" "3/31/2009 0:11"
"48472" "Woodside" "" "OVAL" "NY" "4/2/2009 11:30"
"48534" "Melbrook" "" "OTHER" "NY" "4/9/2009 3:20"
"48541" "New York City" "" "" "NY" "4/10/2009 2:23"
"48616" "Manhasset" "" "TRIANGLE" "NY" "4/19/2009 9:35"
"48621" "Salamanca" "ORANGE" "FIREBALL" "NY" "4/19/2009 20:55"
"48647" "New York City" "" "CYLINDER" "NY" "4/21/2009 9:05"
"48682" "Wading River" "" "FORMATION" "NY" "4/24/2009 20:00"
"48690" "Flushing" "" "DIAMOND" "NY" "4/25/2009 21:30"
"48696" "New York City" "" "CIRCLE" "NY" "4/26/2009 17:00"
"48711" "St. James" "" "CIRCLE" "NY" "4/28/2009 10:00"
"48784" "Endicott" "" "LIGHT" "NY" "5/9/2009 23:45"
"48787" "Tobay Beach" "" "CIRCLE" "NY" "5/10/2009 16:30"
"48801" "New Windsor" "" "CHEVRON" "NY" "5/11/2009 23:10"
"48806" "New York City" "" "LIGHT" "NY" "5/12/2009 21:18"
"48830" "Orangeburg" "" "TRIANGLE" "NY" "5/15/2009 15:00"
"48890" "New York City" "" "SPHERE" "NY" "5/20/2009 20:00"
"48891" "New York City" "GREEN" "SPHERE" "NY" "5/20/2009 20:00"
"48898" "Allegheny State Park" "" "OVAL" "NY" "5/20/2009 23:00"
"48899" "Harpersfield" "" "TEARDROP" "NY" "5/20/2009 23:00"
"48933" "Pennellville" "" "CIRCLE" "NY" "5/24/2009 22:00"
"48998" "Greenville" "" "" "NY" "5/30/2009 2:30"
"49027" "Pennellville" "" "CIRCLE" "NY" "6/1/2009 3:00"
"49045" "New York City" "" "RECTANGLE" "NY" "6/2/2009 19:30"
"49079" "Massapequa" "" "CYLINDER" "NY" "6/6/2009 17:00"
"49083" "Valley  Cottage" "" "CIRCLE" "NY" "6/6/2009 23:00"
"49087" "New York City" "" "FIREBALL" "NY" "6/7/2009 2:30"
"49142" "Westbury" "BLUE" "LIGHT" "NY" "6/12/2009 16:00"
"49149" "Cooperstown" "" "LIGHT" "NY" "6/12/2009 23:30"
"49187" "Huntington" "BLUE" "CIRCLE" "NY" "6/16/2009 17:00"
"49201" "Cornwall-on-Hudson" "RED YELLOW" "" "NY" "6/18/2009 21:40"
"49208" "New York City" "" "CIGAR" "NY" "6/19/2009 8:44"
"49209" "Saratoga" "" "OTHER" "NY" "6/19/2009 8:45"
"49254" "Rockville Center" "" "CIRCLE" "NY" "6/22/2009 8:45"
"49267" "New York City" "" "LIGHT" "NY" "6/23/2009 4:00"
"49287" "Morrisville" "" "OTHER" "NY" "6/24/2009 22:00"
"49291" "Morrisville" "RED" "CIGAR" "NY" "6/24/2009 22:30"
"49308" "Seaford" "" "SPHERE" "NY" "6/26/2009 22:50"
"49333" "New York" "" "EGG" "NY" "6/29/2009 0:15"
"49357" "Mt. Pleasant" "" "DISK" "NY" "6/30/2009 21:00"
"49367" "Fulton" "" "TRIANGLE" "NY" "7/1/2009 12:00"
"49480" "Patchogue" "RED" "LIGHT" "NY" "7/4/2009 23:00"
"49499" "Elmira" "" "DISK" "NY" "7/5/2009 20:45"
"49509" "New York City" "" "SPHERE" "NY" "7/6/2009 12:45"
"49529" "Elmira" "" "CIRCLE" "NY" "7/7/2009 20:45"
"49531" "Clarence" "" "RECTANGLE" "NY" "7/7/2009 21:30"
"49547" "Hudson Falls" "" "CIGAR" "NY" "7/8/2009 13:56"
"49560" "Queensbury" "ORANGE" "OVAL" "NY" "7/9/2009 22:15"
"49565" "New York City" "" "LIGHT" "NY" "7/9/2009 23:30"
"49572" "Frankfort" "" "CIRCLE" "NY" "7/10/2009 2:30"
"49576" "Greenwich" "" "LIGHT" "NY" "7/10/2009 21:00"
"49591" "Victor" "" "LIGHT" "NY" "7/11/2009 22:00"
"49633" "Highland" "YELLOW" "TRIANGLE" "NY" "7/15/2009 3:00"
"49650" "Gasport" "" "LIGHT" "NY" "7/16/2009 0:30"
"49693" "Pound Ridge" "" "OTHER" "NY" "7/18/2009 22:00"
"49720" "Levittown" "" "OVAL" "NY" "7/20/2009 21:30"
"49755" "Wellsburg" "" "FIREBALL" "NY" "7/22/2009 22:20"
"49778" "Oneonta" "ORANGE" "DISK" "NY" "7/24/2009 20:15"
"49849" "Old Forge" "" "CIRCLE" "NY" "7/27/2009 21:20"
"49850" "Old Forge" "RED GREEN" "CIRCLE" "NY" "7/27/2009 21:20"
"49853" "Old Forge" "" "CROSS" "NY" "7/27/2009 22:00"
"49860" "Lake Carmel" "" "FORMATION" "NY" "7/28/2009 4:45"
"49871" "Hamlin" "ORANGE YELLOW" "CIRCLE" "NY" "7/29/2009 20:00"
"49893" "New York City" "RED" "OVAL" "NY" "8/1/2009 0:10"
"49914" "Skaneateles" "" "CIRCLE" "NY" "8/2/2009 0:25"
"49915" "Leroy" "" "FORMATION" "NY" "8/2/2009 2:35"
"49954" "Allegany" "" "DISK" "NY" "8/5/2009 23:30"
"49996" "Johnson City" "" "TRIANGLE" "NY" "8/9/2009 23:00"
"50018" "New York City" "" "OVAL" "NY" "8/12/2009 2:00"
"50029" "Hilton" "" "SPHERE" "NY" "8/13/2009 1:30"
"50065" "New York City" "" "FIREBALL" "NY" "8/15/2009 9:32"
"50076" "Bainbridge" "GREEN" "TRIANGLE" "NY" "8/15/2009 22:00"
"50100" "Franklin" "" "VARIOUS" "NY" "8/16/2009 21:30"
"50101" "Franklin" "YELLOW" "VARIOUS" "NY" "8/16/2009 21:30"
"50128" "Perryville" "" "TRIANGLE" "NY" "8/19/2009 19:50"
"50163" "Freeport" "" "DIAMOND" "NY" "8/21/2009 19:00"
"50167" "New York City" "" "FIREBALL" "NY" "8/21/2009 21:40"
"50173" "Liverpool" "" "LIGHT" "NY" "8/22/2009 0:50"
"50220" "New York City" "BLUE" "LIGHT" "NY" "8/24/2009 23:00"
"50251" "Niagara Falls" "" "CIGAR" "NY" "8/27/2009 22:00"
"50260" "Albany" "" "DISK" "NY" "8/28/2009 15:26"
"50277" "New York City" "" "OTHER" "NY" "8/29/2009 16:00"
"50295" "Greenville" "" "CIRCLE" "NY" "8/30/2009 22:25"
"50325" "Skaneateles" "" "" "NY" "9/2/2009 5:40"
"50340" "North Babylon" "" "CIRCLE" "NY" "9/3/2009 19:30"
"50372" "Rochester" "" "CIRCLE" "NY" "9/5/2009 20:47"
"50389" "Lockport" "" "FLASH" "NY" "9/6/2009 23:00"
"50432" "Hamburg" "" "LIGHT" "NY" "9/8/2009 21:20"
"50452" "Hicksville" "" "LIGHT" "NY" "9/9/2009 20:10"
"50453" "Poughquag" "" "" "NY" "9/9/2009 20:15"
"50471" "Youngsville" "" "LIGHT" "NY" "9/10/2009 20:37"
"50542" "Port Byron" "" "CIGAR" "NY" "9/14/2009 23:00"
"50546" "Oneonta" "" "OVAL" "NY" "9/15/2009 15:00"
"50578" "Williamsville" "" "TRIANGLE" "NY" "9/17/2009 21:10"
"50584" "New Rochelle" "" "DIAMOND" "NY" "9/18/2009 19:31"
"50609" "Amagansett" "" "LIGHT" "NY" "9/19/2009 19:30"
"50611" "Shandanken" "" "LIGHT" "NY" "9/19/2009 19:30"
"50613" "Brookhaven Hamlet" "" "CIRCLE" "NY" "9/19/2009 19:45"
"50636" "Riverhead" "" "CONE" "NY" "9/19/2009 19:50"
"50638" "Troy" "" "" "NY" "9/19/2009 19:50"
"50647" "Glens Falls" "" "CIRCLE" "NY" "9/19/2009 19:52"
"50658" "Newburgh" "" "CONE" "NY" "9/19/2009 19:55"
"50669" "Farmingdale" "" "LIGHT" "NY" "9/19/2009 20:00"
"50670" "Forestburgh" "" "CIGAR" "NY" "9/19/2009 20:00"
"50679" "Marion" "" "LIGHT" "NY" "9/19/2009 20:00"
"50680" "McDonough" "" "LIGHT" "NY" "9/19/2009 20:00"
"50683" "Orangebury" "" "LIGHT" "NY" "9/19/2009 20:00"
"50691" "Fishers Island" "" "LIGHT" "NY" "9/19/2009 20:10"
"50712" "East Hampton" "" "CIRCLE" "NY" "9/19/2009 21:30"
"50735" "Highland" "BLUE" "OVAL" "NY" "9/20/2009 13:00"
"50739" "Wantagh" "" "LIGHT" "NY" "9/20/2009 20:00"
"50857" "New York City" "" "OTHER" "NY" "10/2/2009 6:40"
"50879" "New York City" "" "OTHER" "NY" "10/4/2009 15:30"
"50883" "Utica" "" "LIGHT" "NY" "10/4/2009 23:00"
"50897" "Hamlin" "" "LIGHT" "NY" "10/7/2009 5:15"
"50904" "Port Jefferson Station" "" "LIGHT" "NY" "10/8/2009 1:12"
"50915" "New York" "" "CIRCLE" "NY" "10/9/2009 9:00"
"50920" "New York City" "" "" "NY" "10/9/2009 19:30"
"50938" "Deer Park" "ORANGE" "OTHER" "NY" "10/11/2009 2:45"
"50957" "Troy" "" "CIRCLE" "NY" "10/13/2009 6:30"
"50967" "Syracuse" "" "CROSS" "NY" "10/14/2009 19:05"
"50969" "New York City" "" "OVAL" "NY" "10/14/2009 21:37"
"50978" "LaGrangeville" "" "CYLINDER" "NY" "10/15/2009 22:00"
"50998" "Poughkeepsie" "" "LIGHT" "NY" "10/17/2009 8:30"
"51000" "Buffalo" "" "CIGAR" "NY" "10/17/2009 14:00"
"51007" "Hyde Park" "" "SPHERE" "NY" "10/17/2009 21:00"
"51023" "Horseshoe Lake" "RED" "" "NY" "10/19/2009 19:30"
"51069" "Bath" "" "" "NY" "10/25/2009 7:07"
"51084" "Babylon" "" "FIREBALL" "NY" "10/26/2009 21:00"
"51113" "New York City" "" "CIRCLE" "NY" "10/30/2009 15:00"
"51144" "Liverpool" "" "CROSS" "NY" "11/2/2009 21:30"
"51189" "Whitney Point" "" "CIRCLE" "NY" "11/8/2009 19:05"
"51219" "Fulton" "" "DISK" "NY" "11/12/2009 3:00"
"51221" "Rochester" "" "LIGHT" "NY" "11/12/2009 6:05"
"51225" "Rochester" "" "LIGHT" "NY" "11/12/2009 18:30"
"51235" "Phoenix" "" "LIGHT" "NY" "11/13/2009 17:00"
"51255" "New York City" "RED" "OVAL" "NY" "11/15/2009 2:30"
"51256" "New York City" "RED" "OVAL" "NY" "11/15/2009 2:30"
"51258" "Auburn" "" "DISK" "NY" "11/15/2009 14:05"
"51268" "Brookhaven" "RED" "CHEVRON" "NY" "11/16/2009 0:00"
"51278" "Kerhonkson" "" "VARIOUS" "NY" "11/16/2009 20:00"
"51308" "Unadilla" "RED BLUE" "CROSS" "NY" "11/19/2009 5:00"
"51330" "New Rochelle" "" "FIREBALL" "NY" "11/21/2009 17:50"
"51378" "Bronxville" "" "LIGHT" "NY" "11/26/2009 18:30"
"51446" "Montgomery" "" "CROSS" "NY" "12/3/2009 18:00"
"51455" "Buffalo" "" "LIGHT" "NY" "12/4/2009 18:00"
"51472" "Preble" "" "LIGHT" "NY" "12/6/2009 18:57"
"51481" "Elmira" "BLUE" "VARIOUS" "NY" "12/8/2009 0:00"
"51493" "Wappingers Falls" "" "LIGHT" "NY" "12/10/2009 21:25"
"51498" "Hauppauge" "" "CIRCLE" "NY" "12/11/2009 5:50"
"51512" "Middlesex" "RED" "" "NY" "12/12/2009 18:00"
"51515" "Latham" "" "TRIANGLE" "NY" "12/12/2009 18:28"
"51522" "New York City" "" "CIRCLE" "NY" "12/12/2009 23:00"
"51528" "West Babylon" "GREEN" "DISK" "NY" "12/13/2009 23:25"
"51533" "New York City" "" "CROSS" "NY" "12/14/2009 20:30"
"51574" "Hampton Bays" "" "OTHER" "NY" "12/21/2009 19:50"
"51622" "New York City" "" "LIGHT" "NY" "12/29/2009 20:00"
"51703" "Glen Spey" "" "FLASH" "NY" "1/4/2010 2:40"
"51716" "New Paltz" "" "TRIANGLE" "NY" "1/5/2010 17:43"
"51725" "Southampton" "" "FORMATION" "NY" "1/7/2010 5:15"
"51744" "Buffalo" "" "LIGHT" "NY" "1/9/2010 21:30"
"51785" "Pomoma" "" "LIGHT" "NY" "1/14/2010 4:30"
"51826" "Gowanda" "" "FIREBALL" "NY" "1/20/2010 3:34"
"51832" "Poughkeepsie" "" "DISK" "NY" "1/20/2010 19:00"
"51837" "Rochester" "" "CIRCLE" "NY" "1/21/2010 18:05"
"51847" "Peekskill" "" "" "NY" "1/22/2010 23:20"
"51910" "Spencerport" "" "DISK" "NY" "2/4/2010 6:15"
"51929" "Hyde Park" "" "CIRCLE" "NY" "2/8/2010 0:00"
"51930" "Riverhead" "" "CIRCLE" "NY" "2/8/2010 5:40"
"52011" "New York City" "" "DISK" "NY" "2/22/2010 17:30"
"52012" "Rochester" "" "LIGHT" "NY" "2/22/2010 22:30"
"52069" "Ballston Lake" "GREEN" "FIREBALL" "NY" "3/4/2010 23:45"
"52074" "Hicksville" "" "OVAL" "NY" "3/5/2010 17:20"
"52104" "Liverpool" "" "VARIOUS" "NY" "3/7/2010 21:17"
"52140" "New York City" "" "SPHERE" "NY" "3/13/2010 18:00"
"52166" "Hewlett" "" "SPHERE" "NY" "3/16/2010 15:30"
"52172" "Little Neck" "" "" "NY" "3/16/2010 23:30"
"52174" "Highland" "" "LIGHT" "NY" "3/17/2010 0:00"
"52206" "Buffalo" "" "FORMATION" "NY" "3/19/2010 23:00"
"52350" "Plainview" "RED GREEN" "" "NY" "4/9/2010 22:00"
"52354" "New York City" "" "OVAL" "NY" "4/10/2010 1:04"
"52370" "Hudson" "RED GREEN" "TRIANGLE" "NY" "4/11/2010 21:00"
"52375" "Camillus" "" "CIGAR" "NY" "4/12/2010 0:00"
"52392" "Andover" "" "CYLINDER" "NY" "4/14/2010 6:30"
"52393" "Auburn" "" "VARIOUS" "NY" "4/14/2010 9:50"
"52399" "Auburn" "" "VARIOUS" "NY" "4/14/2010 22:00"
"52401" "Little Neck" "" "OTHER" "NY" "4/14/2010 22:00"
"52433" "Angola" "" "TRIANGLE" "NY" "4/17/2010 22:12"
"52465" "LaGrangeville" "" "CIGAR" "NY" "4/22/2010 23:00"
"52479" "East Islip" "" "SPHERE" "NY" "4/24/2010 3:00"
"52516" "Massapequa" "" "LIGHT" "NY" "4/29/2010 3:00"
"52652" "Saugerties" "" "LIGHT" "NY" "5/14/2010 21:12"
"52693" "New York City" "" "DISK" "NY" "5/19/2010 12:00"
"52720" "Howard Beach" "" "CIRCLE" "NY" "5/22/2010 11:58"
"52749" "New York City" "RED" "" "NY" "5/25/2010 21:30"
"52801" "Watertown" "RED ORANGE" "CIRCLE" "NY" "5/30/2010 10:30"
"52809" "Mastic" "" "CIRCLE" "NY" "5/31/2010 2:50"
"52818" "Massapequa" "" "LIGHT" "NY" "6/1/2010 1:00"
"52820" "Buffalo" "" "FORMATION" "NY" "6/1/2010 5:00"
"52823" "New York City" "" "CIGAR" "NY" "6/1/2010 17:40"
"52824" "New York City" "" "OTHER" "NY" "6/1/2010 19:05"
"52835" "Garden City" "" "CIGAR" "NY" "6/2/2010 9:30"
"52869" "New York City" "RED" "SPHERE" "NY" "6/6/2010 2:00"
"52914" "Rochester" "BLUE" "TRIANGLE" "NY" "6/12/2010 0:00"
"52939" "Monroe" "" "" "NY" "6/14/2010 22:15"
"52993" "Watertown" "" "OTHER" "NY" "6/19/2010 22:50"
"53003" "Staten Island" "" "DISK" "NY" "6/20/2010 16:00"
"53011" "New York City" "" "LIGHT" "NY" "6/21/2010 1:00"
"53033" "Chappaqua" "" "SPHERE" "NY" "6/23/2010 23:30"
"53062" "Utica" "" "LIGHT" "NY" "6/25/2010 23:35"
"53102" "Lyndonville" "" "CIRCLE" "NY" "6/28/2010 16:00"
"53142" "Muttontown" "" "OTHER" "NY" "7/1/2010 21:00"
"53153" "Lackawanna" "RED" "TRIANGLE" "NY" "7/1/2010 23:00"
"53159" "Alexandria Bay" "" "CONE" "NY" "7/2/2010 17:00"
"53188" "Montour Falls" "ORANGE" "DISK" "NY" "7/3/2010 20:34"
"53199" "Watkins Glen" "" "LIGHT" "NY" "7/3/2010 21:30"
"53359" "Wading River? Franklin Sq" "ORANGE" "OVAL" "NY" "7/4/2010 22:00"
"53393" "Auburn" "" "TRIANGLE" "NY" "7/4/2010 22:54"
"53394" "Auburn" "" "TRIANGLE" "NY" "7/4/2010 22:54"
"53402" "Grand Island" "" "FIREBALL" "NY" "7/4/2010 23:00"
"53404" "Hempstead" "ORANGE" "LIGHT" "NY" "7/4/2010 23:00"
"53420" "Wassaic" "" "CIRCLE" "NY" "7/4/2010 23:10"
"53424" "Cortland" "RED ORANGE" "FIREBALL" "NY" "7/4/2010 23:30"
"53444" "Cooperstown" "" "LIGHT" "NY" "7/5/2010 23:00"
"53448" "Lynbrook" "" "OVAL" "NY" "7/5/2010 23:30"
"53496" "Sayville" "" "FLASH" "NY" "7/8/2010 23:13"
"53505" "Rome" "" "TRIANGLE" "NY" "7/9/2010 21:45"
"53512" "Selden" "" "CIRCLE" "NY" "7/9/2010 22:12"
"53540" "Springwater" "" "FIREBALL" "NY" "7/10/2010 21:30"
"53559" "Orangeburg" "YELLOW" "CYLINDER" "NY" "7/10/2010 23:20"
"53561" "East Hampton" "" "CIRCLE" "NY" "7/10/2010 23:50"
"53568" "Fairport" "" "TRIANGLE" "NY" "7/11/2010 1:00"
"53576" "Smithtown" "" "FLASH" "NY" "7/11/2010 18:00"
"53581" "Sag Harbor" "" "LIGHT" "NY" "7/11/2010 21:15"
"53624" "Rochester" "BLUE" "LIGHT" "NY" "7/14/2010 21:55"
"53680" "New York City" "" "VARIOUS" "NY" "7/17/2010 0:00"
"53682" "Charubusco" "" "LIGHT" "NY" "7/17/2010 0:30"
"53687" "West Seneca" "" "SPHERE" "NY" "7/17/2010 19:15"
"53690" "Tonawanda" "YELLOW" "CIRCLE" "NY" "7/17/2010 21:38"
"53704" "Brookhaven" "ORANGE" "LIGHT" "NY" "7/17/2010 23:30"
"53736" "Albany" "" "OTHER" "NY" "7/20/2010 0:35"
"53738" "Selkirk" "" "" "NY" "7/20/2010 1:00"
"53739" "Selkirk" "" "" "NY" "7/20/2010 1:00"
"53744" "Appleton" "GREEN" "LIGHT" "NY" "7/20/2010 12:35"
"53801" "New York City" "" "SPHERE" "NY" "7/24/2010 18:30"
"53806" "Minetto" "" "TRIANGLE" "NY" "7/24/2010 22:55"
"53894" "Tarrytown" "GREEN BLUE" "CIRCLE" "NY" "7/31/2010 22:10"
"53971" "South Cairo" "" "TRIANGLE" "NY" "8/6/2010 18:00"
"53989" "Baiting H" "" "DISK" "NY" "8/7/2010 20:20"
"53990" "Cooperstown" "ORANGE" "FIREBALL" "NY" "8/7/2010 20:45"
"53991" "South Cairo" "" "LIGHT" "NY" "8/7/2010 21:00"
"54015" "Ridgewood" "" "OTHER" "NY" "8/9/2010 9:00"
"54016" "New York City" "" "CIRCLE" "NY" "8/9/2010 15:00"
"54021" "Minoa" "" "OTHER" "NY" "8/10/2010 0:00"
"54090" "Pompey" "" "FORMATION" "NY" "8/13/2010 22:45"
"54143" "Circleville" "" "LIGHT" "NY" "8/16/2010 20:15"
"54175" "Scotchtown" "" "" "NY" "8/18/2010 23:00"
"54178" "Saugerties" "" "LIGHT" "NY" "8/19/2010 11:54"
"54186" "Alexandria" "RED" "SPHERE" "NY" "8/20/2010 1:00"
"54210" "Franklin Square" "" "FIREBALL" "NY" "8/21/2010 22:00"
"54281" "New York City" "" "LIGHT" "NY" "8/26/2010 22:23"
"54295" "Binghamton" "" "LIGHT" "NY" "8/27/2010 20:55"
"54304" "Harriman State Park" "" "LIGHT" "NY" "8/27/2010 23:30"
"54309" "Ardsley" "ORANGE" "OVAL" "NY" "8/28/2010 18:10"
"54315" "Ardsley" "" "RECTANGLE" "NY" "8/28/2010 20:30"
"54322" "Valatie" "" "LIGHT" "NY" "8/28/2010 21:30"
"54328" "Rochester" "" "FIREBALL" "NY" "8/28/2010 22:30"
"54330" "Ardsley" "" "OTHER" "NY" "8/28/2010 23:30"
"54337" "Irondequoit" "" "CYLINDER" "NY" "8/29/2010 16:00"
"54339" "Cutchogue" "" "" "NY" "8/29/2010 21:00"
"54348" "Mountaindale" "RED" "CIRCLE" "NY" "8/30/2010 1:30"
"54364" "New York City" "" "LIGHT" "NY" "8/31/2010 22:00"
"54403" "Webster" "RED" "TRIANGLE" "NY" "9/3/2010 21:51"
"54425" "Middletown" "" "" "NY" "9/4/2010 20:51"
"54431" "Lindenhurst" "" "" "NY" "9/4/2010 22:00"
"54447" "North Tonawanda" "" "TRIANGLE" "NY" "9/5/2010 20:50"
"54455" "Rochester" "" "CIRCLE" "NY" "9/5/2010 23:00"
"54458" "Babylon" "" "DISK" "NY" "9/6/2010 4:30"
"54469" "Mountaindale" "RED" "LIGHT" "NY" "9/7/2010 1:17"
"54489" "New York City" "" "DISK" "NY" "9/9/2010 0:31"
"54506" "Inwood" "" "LIGHT" "NY" "9/10/2010 5:30"
"54511" "Rochester" "" "" "NY" "9/10/2010 20:45"
"54512" "Frankfort" "" "OVAL" "NY" "9/10/2010 21:00"
"54523" "New York City" "" "OTHER" "NY" "9/11/2010 15:00"
"54548" "Utica" "" "LIGHT" "NY" "9/13/2010 12:00"
"54588" "Hampton Bays" "RED" "TRIANGLE" "NY" "9/15/2010 19:40"
"54625" "Rochester" "" "EGG" "NY" "9/18/2010 14:42"
"54626" "Woodbury" "" "LIGHT" "NY" "9/18/2010 18:00"
"54629" "Westbury" "ORANGE" "FIREBALL" "NY" "9/18/2010 20:30"
"54654" "Cicero" "" "CIRCLE" "NY" "9/21/2010 8:32"
"54715" "Sayville" "" "OTHER" "NY" "9/26/2010 4:30"
"54807" "New York City" "" "OVAL" "NY" "10/3/2010 5:20"
"54818" "New York City" "" "LIGHT" "NY" "10/3/2010 22:00"
"54835" "Buffalo" "" "VARIOUS" "NY" "10/5/2010 19:34"
"54871" "Canandaigua" "" "FLASH" "NY" "10/8/2010 7:25"
"54907" "Orchard Park" "" "LIGHT" "NY" "10/10/2010 1:00"
"54923" "Albany" "" "CIRCLE" "NY" "10/10/2010 21:30"
"54929" "Albany" "" "OVAL" "NY" "10/11/2010 4:50"
"54957" "Rochester" "" "LIGHT" "NY" "10/13/2010 4:45"
"54965" "New York City" "" "LIGHT" "NY" "10/13/2010 19:20"
"54993" "Buffalo" "RED GREEN BLUE" "SPHERE" "NY" "10/15/2010 3:30"
"54997" "New York City" "" "DISK" "NY" "10/15/2010 17:00"
"55006" "Buffalo" "" "FIREBALL" "NY" "10/15/2010 21:27"
"55031" "New York City" "" "CIRCLE" "NY" "10/18/2010 1:00"
"55033" "Highland" "BLUE" "TRIANGLE" "NY" "10/18/2010 4:00"
"55036" "Honeoye Falls" "" "" "NY" "10/18/2010 7:30"
"55039" "Yonkers" "" "SPHERE" "NY" "10/19/2010 13:00"
"55094" "Highland" "" "OTHER" "NY" "10/23/2010 7:00"
"55115" "New York City" "" "LIGHT" "NY" "10/25/2010 23:00"
"55137" "Brockport" "" "TRIANGLE" "NY" "10/27/2010 21:00"
"55156" "Herkimer" "" "FIREBALL" "NY" "10/29/2010 5:15"
"55211" "Rushville" "RED" "LIGHT" "NY" "11/1/2010 0:00"
"55218" "Forest Hills" "RED" "CYLINDER" "NY" "11/1/2010 18:00"
"55253" "Albany" "" "LIGHT" "NY" "11/3/2010 23:00"
"55289" "Arkport" "" "LIGHT" "NY" "11/6/2010 16:00"
"55296" "Canajoharie" "RED GREEN BLUE" "FLASH" "NY" "11/7/2010 0:30"
"55337" "Boston" "GREEN" "FLASH" "NY" "11/10/2010 0:00"
"55347" "Verona" "" "DIAMOND" "NY" "11/10/2010 17:45"
"55357" "Wallkill" "" "OTHER" "NY" "11/11/2010 17:00"
"55365" "Ithaca" "RED BLUE" "OTHER" "NY" "11/12/2010 0:00"
"55379" "North Sanford" "ORANGE" "CIRCLE" "NY" "11/12/2010 21:00"
"55400" "Washingtonville" "" "" "NY" "11/14/2010 21:00"
"55464" "Averill Park" "" "DISK" "NY" "11/20/2010 17:00"
"55496" "North Babylon" "" "OTHER" "NY" "11/23/2010 5:49"
"55499" "Albany" "" "OTHER" "NY" "11/23/2010 16:55"
"55503" "Gloversville" "" "FORMATION" "NY" "11/24/2010 7:04"
"55560" "Medford" "" "OTHER" "NY" "12/2/2010 23:22"
"55605" "Pine Bush" "" "LIGHT" "NY" "12/8/2010 20:35"
"55606" "Newburgh" "" "VARIOUS" "NY" "12/8/2010 21:20"
"55668" "New York City" "" "CIRCLE" "NY" "12/15/2010 6:30"
"55679" "Airmont" "" "LIGHT" "NY" "12/16/2010 19:40"
"55692" "New York City" "" "LIGHT" "NY" "12/19/2010 4:27"
"55731" "Colonie" "RED BLUE" "" "NY" "12/24/2010 20:33"
"55742" "Southampton" "RED" "LIGHT" "NY" "12/25/2010 22:00"
"55854" "Selden" "" "LIGHT" "NY" "1/3/2011 5:30"
"55883" "Penn Yan" "" "FLASH" "NY" "1/6/2011 3:30"
"55934" "Buffalo area" "" "" "NY" "1/11/2011 18:30"
"55935" "Buffalo area" "" "" "NY" "1/11/2011 18:45"
"55988" "New York" "ORANGE" "TRIANGLE" "NY" "1/16/2011 22:10"
"55989" "New York" "ORANGE" "LIGHT" "NY" "1/16/2011 22:12"
"56056" "New York City" "" "FIREBALL" "NY" "1/26/2011 3:00"
"56112" "Rochester" "" "" "NY" "2/3/2011 8:00"
"56120" "Marathon" "" "CHEVRON" "NY" "2/4/2011 19:00"
"56134" "Latham" "" "OVAL" "NY" "2/5/2011 18:00"
"56201" "Niagara Falls" "" "SPHERE" "NY" "2/12/2011 5:30"
"56217" "Tuckahoe" "" "TEARDROP" "NY" "2/14/2011 12:35"
"56221" "Millbrook" "" "TEARDROP" "NY" "2/14/2011 19:30"
"56257" "Sag Harbor" "" "DIAMOND" "NY" "2/18/2011 19:10"
"56266" "Endicott" "" "" "NY" "2/19/2011 6:30"
"56278" "Hannacroix" "" "LIGHT" "NY" "2/20/2011 20:10"
"56308" "Central Valley" "ORANGE" "DIAMOND" "NY" "2/23/2011 7:15"
"56311" "Holley" "" "TRIANGLE" "NY" "2/23/2011 19:50"
"56355" "Cohoes" "" "TRIANGLE" "NY" "3/1/2011 13:00"
"56357" "New York City" "" "OTHER" "NY" "3/1/2011 17:15"
"56400" "New York City" "BLUE" "" "NY" "3/4/2011 11:15"
"56401" "New York City" "" "CIRCLE" "NY" "3/4/2011 11:20"
"56490" "Plattekill" "" "TRIANGLE" "NY" "3/13/2011 22:00"
"56515" "Middletown" "" "SPHERE" "NY" "3/17/2011 17:30"
"56623" "Oakdale" "" "CIRCLE" "NY" "3/29/2011 20:00"
"56658" "Springville" "ORANGE" "" "NY" "4/2/2011 0:36"
"56664" "Franklin Square" "" "TRIANGLE" "NY" "4/2/2011 21:00"
"56705" "New York" "" "CYLINDER" "NY" "4/7/2011 9:00"
"56706" "Valatie" "" "LIGHT" "NY" "4/7/2011 19:00"
"56712" "Auburn" "" "TRIANGLE" "NY" "4/8/2011 1:00"
"56724" "Buffalo" "" "CIRCLE" "NY" "4/9/2011 1:30"
"56728" "Grand Island" "" "LIGHT" "NY" "4/9/2011 20:30"
"56793" "Campville" "" "LIGHT" "NY" "4/15/2011 19:00"
"56797" "New York City" "" "CIRCLE" "NY" "4/15/2011 23:50"
"56825" "New York City" "" "TRIANGLE" "NY" "4/18/2011 22:05"
"56828" "Sea Cliff" "" "LIGHT" "NY" "4/19/2011 3:00"
"56883" "Rockland" "" "LIGHT" "NY" "4/26/2011 21:00"
"56906" "Corning" "" "LIGHT" "NY" "4/29/2011 22:30"
