"CTY","CLRS","Shape.Reported","State","Time"
"Albany","ORANGE","TRIANGLE","NY","3/3/2012 23:30"
"Middletown","","LIGHT","NY","3/5/2012 20:05"
"Greenlawn","","DISK","NY","3/7/2012 21:14"
"New York","","DISK","NY","3/7/2012 23:20"
"Sloatsburg","","LIGHT","NY","3/8/2012 20:00"
"West Islip","ORANGE","SPHERE","NY","3/10/2012 20:00"
"Schaghticoke","","LIGHT","NY","3/11/2012 20:00"
"Ogdensburg","","OVAL","NY","3/11/2012 20:55"
"East Elmhurst","","LIGHT","NY","3/11/2012 21:00"
"Monticello","YELLOW","OVAL","NY","3/12/2012 21:00"
"Syracuse","","OTHER","NY","3/12/2012 22:04"
"Saratoga Springs","YELLOW","VARIOUS","NY","3/13/2012 0:00"
"Binghamton","RED","FORMATION","NY","3/13/2012 23:00"
"Catskill","","","NY","3/14/2012 2:35"
"Vestal","","FIREBALL","NY","3/14/2012 20:00"
"Rocky Point","","SPHERE","NY","3/14/2012 21:30"
"Buffalo","","LIGHT","NY","3/14/2012 22:00"
"Niagara Falls","ORANGE","FORMATION","NY","3/14/2012 23:15"
"Monroe","","FLASH","NY","3/14/2012 23:50"
"Syracuse","","LIGHT","NY","3/15/2012 22:00"
"Staten Island","BLUE","LIGHT","NY","3/16/2012 4:00"
"Ashville","","TEARDROP","NY","3/16/2012 20:30"
"East Islip","","CIGAR","NY","3/17/2012 15:00"
"Buffalo","RED","SPHERE","NY","3/18/2012 20:00"
"Niskayuna","","DISK","NY","3/19/2012 20:20"
"Buffalo","","FIREBALL","NY","3/19/2012 22:00"
"Hopewell Junction","","TRIANGLE","NY","3/20/2012 0:00"
"West Seneca","","TRIANGLE","NY","3/20/2012 3:40"
"Hopewell Junction","","TRIANGLE","NY","3/20/2012 22:00"
"Plattsburgh","","OTHER","NY","3/21/2012 4:30"
"Whitesboro","","LIGHT","NY","3/21/2012 6:00"
"De Kalb","YELLOW GREEN","","NY","3/21/2012 19:30"
"Franklin Square","","CIRCLE","NY","3/23/2012 1:00"
"Wainscott","","LIGHT","NY","3/24/2012 7:00"
"Wainscott","","LIGHT","NY","3/24/2012 7:00"
"Farmington","RED YELLOW","TRIANGLE","NY","3/24/2012 21:15"
"Fresh Meadows","","LIGHT","NY","3/24/2012 22:00"
"Kew Gardens","","LIGHT","NY","3/24/2012 22:30"
"Newburgh","","OTHER","NY","3/27/2012 5:05"
"Harrison","","FORMATION","NY","3/29/2012 22:40"
"New York City","","CIGAR","NY","4/2/2012 5:00"
"Rockaway Park","","CIGAR","NY","4/2/2012 20:42"
"Carmel","","","NY","4/6/2012 16:41"
"Kingston","","FORMATION","NY","4/7/2012 19:00"
"Huntington Station","RED","LIGHT","NY","4/7/2012 20:45"
"Wappingers Falls","","LIGHT","NY","4/10/2012 20:00"
"Buffalo","","OTHER","NY","4/12/2012 19:00"
"Bohemia","","OVAL","NY","4/15/2012 14:00"
"Bethpage","RED","CIRCLE","NY","4/15/2012 23:30"
"Bethpage","BLUE","FLASH","NY","4/16/2012 23:33"
"Niagara Falls","YELLOW GREEN","CIRCLE","NY","4/18/2012 10:30"
"Saugerties","","","NY","4/18/2012 20:30"
"Baldwinsville","","TRIANGLE","NY","4/20/2012 23:30"
"Bay Shore","","FIREBALL","NY","4/21/2012 17:45"
"New York City","","","NY","4/23/2012 21:46"
"Circleville","","TRIANGLE","NY","4/25/2012 23:15"
"New York City","","LIGHT","NY","4/27/2012 21:00"
"Williamsville","RED","","NY","4/27/2012 22:30"
"Woodstock","","LIGHT","NY","4/29/2012 20:30"
"Elmsford","ORANGE","FIREBALL","NY","4/29/2012 22:45"
"Mexico","YELLOW","SPHERE","NY","5/4/2012 0:00"
"Plainview","","FIREBALL","NY","5/5/2012 0:00"
"Hamburg","GREEN","LIGHT","NY","5/5/2012 21:30"
"Cheektowaga","","CIRCLE","NY","5/5/2012 23:00"
"Rock Stream","","SPHERE","NY","5/6/2012 22:00"
"Chazy","","EGG","NY","5/11/2012 17:00"
"Yorktown Heights","ORANGE","CIRCLE","NY","5/12/2012 21:00"
"Garden City","","SPHERE","NY","5/12/2012 22:15"
"Mechanicville","","CIRCLE","NY","5/13/2012 21:00"
"Mastic Beach","","SPHERE","NY","5/17/2012 23:23"
"Bayshore","","DISK","NY","5/18/2012 0:00"
"Sandy Creek","RED","SPHERE","NY","5/19/2012 22:00"
"Ovid","ORANGE","CIRCLE","NY","5/19/2012 22:15"
"Fulton","RED","CIRCLE","NY","5/22/2012 21:30"
"Saratoga Springs","","VARIOUS","NY","5/22/2012 23:30"
"Cambridge","","CIRCLE","NY","5/26/2012 21:00"
"Macedon","ORANGE","SPHERE","NY","5/26/2012 21:38"
"Wingdale","","LIGHT","NY","5/27/2012 22:00"
"Caledonia","","CIRCLE","NY","5/28/2012 22:35"
"Webster","ORANGE","CIRCLE","NY","6/2/2012 22:00"
"Harriman State Park","ORANGE","OTHER","NY","6/3/2012 1:15"
"Valhalla","","SPHERE","NY","6/6/2012 10:00"
"Blue Point","","","NY","6/7/2012 4:02"
"Binghamton","","OTHER","NY","6/8/2012 2:00"
"Jamestown","RED","LIGHT","NY","6/9/2012 22:55"
"Lansing","","FLASH","NY","6/9/2012 23:00"
"New York City","","DISK","NY","6/11/2012 19:45"
"New York City","","OTHER","NY","6/12/2012 3:00"
"Akron","","CIRCLE","NY","6/12/2012 22:30"
"Cheektowaga","","CIRCLE","NY","6/13/2012 22:40"
"Huntington Station","","SPHERE","NY","6/14/2012 2:15"
"Penn Yan","","FIREBALL","NY","6/15/2012 20:30"
"Huntington","","LIGHT","NY","6/15/2012 21:00"
"Oakdale","RED BLUE","DIAMOND","NY","6/15/2012 23:00"
"Schenectady","","SPHERE","NY","6/15/2012 23:37"
"North Babylon","ORANGE","CIRCLE","NY","6/15/2012 23:48"
"Southold","ORANGE","FIREBALL","NY","6/16/2012 21:30"
"Phoenix","","SPHERE","NY","6/16/2012 22:20"
"Eden","","FORMATION","NY","6/16/2012 22:45"
"Niskayuna","","LIGHT","NY","6/16/2012 23:47"
"Tonawanda","","FIREBALL","NY","6/20/2012 22:20"
"Binghamton","","LIGHT","NY","6/21/2012 22:00"
"West Edmeston","","FIREBALL","NY","6/22/2012 21:15"
"Webster","","DIAMOND","NY","6/22/2012 23:00"
"Rome","","DISK","NY","6/23/2012 0:00"
"North Babylon","ORANGE YELLOW","CIRCLE","NY","6/23/2012 21:15"
"South Wales","ORANGE","SPHERE","NY","6/23/2012 22:00"
"Staten Island","","FIREBALL","NY","6/23/2012 22:30"
"Hoosick","","LIGHT","NY","6/23/2012 23:00"
"Bayville","","FIREBALL","NY","6/24/2012 1:00"
"Rockaway","","LIGHT","NY","6/30/2012 20:00"
"East Islip","ORANGE","FIREBALL","NY","6/30/2012 21:30"
"Auburn","RED","LIGHT","NY","6/30/2012 21:45"
"Johnsonville","","CIRCLE","NY","6/30/2012 22:00"
"Utica","","CIRCLE","NY","6/30/2012 22:02"
"Lebanon","RED","FIREBALL","NY","6/30/2012 22:45"
"Lansing","ORANGE","CIRCLE","NY","7/1/2012 21:45"
"Babylon","","FIREBALL","NY","7/1/2012 22:30"
"Babylon","","FIREBALL","NY","7/1/2012 22:30"
"Elmira","","","NY","7/2/2012 23:45"
"Herkimer","","OTHER","NY","7/3/2012 21:11"
"Salamanca","","OVAL","NY","7/3/2012 22:00"
"New Rochelle","RED ORANGE","DISK","NY","7/4/2012 20:30"
"Orchard Park","RED","FIREBALL","NY","7/4/2012 21:00"
"Buffalo","RED ORANGE","FIREBALL","NY","7/4/2012 22:00"
"Rochester","GREEN","CIRCLE","NY","7/4/2012 22:10"
"Levittown","ORANGE","SPHERE","NY","7/4/2012 22:30"
"Pulaski","ORANGE","CIRCLE","NY","7/5/2012 22:00"
"Orchard Park","","","NY","7/6/2012 0:00"
"Williamsville","RED","LIGHT","NY","7/6/2012 23:30"
"Penn Yan","","LIGHT","NY","7/7/2012 21:15"
"Elmira","","OVAL","NY","7/7/2012 22:10"
"Northport","","LIGHT","NY","7/10/2012 23:00"
"Fairport","RED","FIREBALL","NY","7/11/2012 22:10"
"Horseheads","","","NY","7/11/2012 23:41"
"Ronkonkoma","RED","CIRCLE","NY","7/12/2012 9:15"
"North Massapequa","","FIREBALL","NY","7/13/2012 21:00"
"East Moriches","","FIREBALL","NY","7/13/2012 22:30"
"Eagle Bay","","OVAL","NY","7/14/2012 19:00"
"Warwick","RED","CIRCLE","NY","7/14/2012 22:00"
"New York City","GREEN","LIGHT","NY","7/16/2012 0:30"
"Belmont","","SPHERE","NY","7/17/2012 0:00"
"East Northport","","RECTANGLE","NY","7/18/2012 9:20"
"Beekmantown","","LIGHT","NY","7/19/2012 22:05"
"Westfield","","FIREBALL","NY","7/20/2012 22:30"
"Rochester","","TRIANGLE","NY","7/21/2012 3:05"
"Greigsville","ORANGE","FIREBALL","NY","7/21/2012 21:00"
"Maspeth","","CIRCLE","NY","7/21/2012 21:00"
"Maspeth","BLUE","CIRCLE","NY","7/21/2012 21:00"
"Cicero","ORANGE","FIREBALL","NY","7/21/2012 21:30"
"York","ORANGE","CIRCLE","NY","7/21/2012 21:50"
"Medford","","OVAL","NY","7/21/2012 21:55"
"Staten Island","","FIREBALL","NY","7/21/2012 22:00"
"Hamburg","ORANGE","FIREBALL","NY","7/21/2012 22:05"
"New York City","RED","OTHER","NY","7/23/2012 22:20"
"Staten Island","","TRIANGLE","NY","7/24/2012 22:30"
"Centereach","","CIRCLE","NY","7/26/2012 19:00"
"Centereach","","","NY","7/26/2012 20:25"
"Buffalo","","FIREBALL","NY","7/27/2012 23:00"
"Huntington","BLUE","LIGHT","NY","7/28/2012 3:00"
"Massapequa Park","","SPHERE","NY","7/28/2012 22:00"
"Oswego","","LIGHT","NY","7/29/2012 0:05"
"Buffalo","ORANGE","FIREBALL","NY","7/29/2012 22:00"
"Ithaca","","","NY","7/29/2012 23:30"
"New York City","GREEN","OVAL","NY","7/30/2012 2:00"
"Brightwaters","","LIGHT","NY","7/30/2012 4:00"
"New York City","","CIRCLE","NY","7/30/2012 16:00"
"Staten Island","","FIREBALL","NY","8/2/2012 21:30"
"Farmington","","","NY","8/3/2012 1:00"
"Binghamton","","FIREBALL","NY","8/3/2012 22:30"
"New Rochelle","ORANGE","FIREBALL","NY","8/4/2012 21:35"
"Carlton","","FORMATION","NY","8/4/2012 22:00"
"Hamlin Beach State Park","","OVAL","NY","8/4/2012 23:00"
"New York City","BLUE","LIGHT","NY","8/6/2012 0:55"
"Phoenix","","FLASH","NY","8/6/2012 5:00"
"Fishkill","","LIGHT","NY","8/6/2012 21:00"
"Ulster Heights","","CIRCLE","NY","8/7/2012 21:15"
"Binghamton","","TRIANGLE","NY","8/7/2012 22:00"
"Red Hook","","LIGHT","NY","8/8/2012 0:00"
"Poughkeepsie","","TRIANGLE","NY","8/8/2012 11:00"
"Babylon","RED ORANGE","FIREBALL","NY","8/12/2012 21:15"
"Buffalo","ORANGE","LIGHT","NY","8/15/2012 21:40"
"Woodstock","","FIREBALL","NY","8/16/2012 21:00"
"Rome","","CIRCLE","NY","8/18/2012 20:25"
"Lindenhurst","","FIREBALL","NY","8/18/2012 20:50"
"Binghamton","","","NY","8/18/2012 21:00"
"Cambridge","","LIGHT","NY","8/18/2012 21:00"
"New York City","","SPHERE","NY","8/18/2012 22:00"
"Walworth","ORANGE","SPHERE","NY","8/19/2012 21:02"
"Chautauqua","","FIREBALL","NY","8/19/2012 22:00"
"Commack","","DIAMOND","NY","8/19/2012 22:00"
"Merrick","BLUE","TRIANGLE","NY","8/22/2012 18:45"
"New York City","","CIGAR","NY","8/22/2012 20:05"
"New Hyde Park","ORANGE YELLOW GREEN","FIREBALL","NY","8/23/2012 6:55"
"Brentwood","","","NY","8/23/2012 9:15"
"Rochester","","VARIOUS","NY","8/23/2012 9:40"
"Northport","","FIREBALL","NY","8/24/2012 7:30"
"Syracuse","","CIGAR","NY","8/24/2012 10:15"
"Rochester","ORANGE","SPHERE","NY","8/24/2012 22:00"
"Bolton Landing","ORANGE","CIRCLE","NY","8/24/2012 23:00"
"Fowler","","SPHERE","NY","8/25/2012 20:00"
"Cortland","","FIREBALL","NY","8/25/2012 21:00"
"Greece","RED","SPHERE","NY","8/25/2012 21:00"
"Hauppauge","ORANGE","FIREBALL","NY","8/25/2012 21:45"
"Syracuse","","CIRCLE","NY","8/26/2012 0:00"
"Lake George","","OTHER","NY","8/26/2012 18:00"
"Syracuse","","FIREBALL","NY","8/26/2012 21:00"
"Sag Harbor","RED","FIREBALL","NY","8/26/2012 23:30"
"Lancaster","GREEN","TEARDROP","NY","8/27/2012 6:10"
"Rochester","","LIGHT","NY","8/29/2012 0:00"
"New York City","","EGG","NY","8/29/2012 12:00"
"Clarence","","OVAL","NY","8/29/2012 21:40"
"Amsterdam","","","NY","8/31/2012 23:30"
"Dexter","","FIREBALL","NY","9/1/2012 9:00"
"Oyster Bay","RED","FIREBALL","NY","9/1/2012 10:28"
"Lake George","ORANGE","SPHERE","NY","9/1/2012 20:00"
"Lindenhurst","","FIREBALL","NY","9/1/2012 21:45"
"Southwick Beach State Park","","FIREBALL","NY","9/2/2012 22:00"
"Miller Place","RED BLUE","DIAMOND","NY","9/5/2012 20:24"
"Lockport","","CIRCLE","NY","9/6/2012 19:00"
"New York City","ORANGE","FIREBALL","NY","9/6/2012 21:04"
"North Tonawanda","ORANGE","FIREBALL","NY","9/7/2012 20:30"
"Troy","ORANGE","LIGHT","NY","9/8/2012 20:52"
"Lockport","","LIGHT","NY","9/8/2012 21:10"
"Elmont","","CIRCLE","NY","9/9/2012 20:10"
"New York City","","LIGHT","NY","9/9/2012 21:00"
"Stony Brook","","FLASH","NY","9/10/2012 18:00"
"Niagara Falls","ORANGE YELLOW","FIREBALL","NY","9/10/2012 20:20"
"Herkimer","","OVAL","NY","9/10/2012 20:30"
"Black River","GREEN","CIRCLE","NY","9/11/2012 0:30"
"Schenectady","","FIREBALL","NY","9/12/2012 20:30"
"Buffalo","BLUE","LIGHT","NY","9/13/2012 0:50"
"Theresa","","CIGAR","NY","9/15/2012 19:00"
"Dryden","","LIGHT","NY","9/17/2012 19:00"
"Whitehall","","","NY","9/19/2012 0:00"
"New York City","","DISK","NY","9/19/2012 14:00"
"Lisbon","","LIGHT","NY","9/19/2012 20:15"
"Kingston","","LIGHT","NY","9/21/2012 20:30"
"Mallory","GREEN","OVAL","NY","9/21/2012 20:30"
"Ithaca","","","NY","9/21/2012 20:47"
"Ithaca","","RECTANGLE","NY","9/21/2012 20:48"
"Aquebogue","","LIGHT","NY","9/21/2012 21:20"
"Lockport","","FIREBALL","NY","9/21/2012 21:30"
"Depew","RED","LIGHT","NY","9/26/2012 20:20"
"North Tonawanda","","FIREBALL","NY","9/29/2012 20:00"
"Buffalo","RED ORANGE","","NY","9/29/2012 20:30"
"Kingston","","FLASH","NY","9/30/2012 22:00"
"New York City","","FIREBALL","NY","10/4/2012 22:00"
"New York City","","LIGHT","NY","10/6/2012 4:00"
"Batavia","","CIRCLE","NY","10/9/2012 15:00"
"Woodbourne","ORANGE","OTHER","NY","10/9/2012 23:30"
"Syracuse","","LIGHT","NY","10/10/2012 19:40"
"Syracuse","ORANGE","CIRCLE","NY","10/10/2012 19:45"
"New York City","","DISK","NY","10/10/2012 20:15"
"Suffern","","CYLINDER","NY","10/10/2012 23:01"
"Bablyon","","DISK","NY","10/11/2012 7:00"
"Saratoga Springs","","CIRCLE","NY","10/11/2012 19:45"
"Stone Ridge","","SPHERE","NY","10/13/2012 4:00"
"Nanuet","","LIGHT","NY","10/14/2012 23:00"
"Rochester","","TEARDROP","NY","10/16/2012 1:00"
"Webster","GREEN","OTHER","NY","10/17/2012 1:05"
"Ridgewood","","OVAL","NY","10/17/2012 17:55"
"New York City","","SPHERE","NY","10/20/2012 17:30"
"Delhi","ORANGE","LIGHT","NY","10/20/2012 19:15"
"Islamorada","","CHEVRON","NY","10/21/2012 4:00"
"Wellsville","","FIREBALL","NY","10/22/2012 18:20"
"East Fishkill","ORANGE","LIGHT","NY","10/25/2012 9:30"
"Kings Park","","TRIANGLE","NY","10/25/2012 20:30"
"Wading River","","FIREBALL","NY","10/27/2012 20:40"
"New York City","ORANGE","FIREBALL","NY","10/27/2012 21:35"
"Shrub Oak","","EGG","NY","10/30/2012 18:30"
"Pawling","GREEN","VARIOUS","NY","11/3/2012 23:45"
"Germantown","","TRIANGLE","NY","11/5/2012 5:00"
"Grand Island","","CIGAR","NY","11/5/2012 15:30"
"Brewster","","FIREBALL","NY","11/5/2012 17:20"
"Canastota","ORANGE GREEN","LIGHT","NY","11/8/2012 21:45"
"Derby","ORANGE","","NY","11/10/2012 18:30"
"Endicott","","CIRCLE","NY","11/10/2012 18:30"
"Vestal","","TRIANGLE","NY","11/10/2012 22:00"
"New York City","RED","SPHERE","NY","11/12/2012 22:20"
"Buffalo","","LIGHT","NY","11/13/2012 16:16"
"Lake Ronkonkoma","","SPHERE","NY","11/14/2012 5:00"
"Levittown","ORANGE","LIGHT","NY","11/14/2012 18:35"
"Owego","","CIRCLE","NY","11/16/2012 16:30"
"Lancaster","ORANGE","FIREBALL","NY","11/16/2012 23:38"
"Hicksville","","LIGHT","NY","11/17/2012 1:00"
"Jamesport","","DISK","NY","11/17/2012 10:00"
"New York City","","TRIANGLE","NY","11/19/2012 0:35"
"Saugerties","","DISK","NY","11/19/2012 11:50"
"New York City","RED","SPHERE","NY","11/19/2012 21:00"
"Lancaster","ORANGE","FIREBALL","NY","11/19/2012 22:31"
"South Nayack","BLUE","LIGHT","NY","11/22/2012 2:00"
"Mount Kisco","","LIGHT","NY","11/22/2012 16:45"
"Holbrook","ORANGE","LIGHT","NY","11/22/2012 19:30"
"Spencer","RED","LIGHT","NY","11/22/2012 20:00"
"Northport","","LIGHT","NY","11/22/2012 23:30"
"Warwick","","FORMATION","NY","11/23/2012 10:00"
"Port Jervis","RED","TRIANGLE","NY","11/27/2012 20:10"
"Haverstraw","","LIGHT","NY","11/28/2012 21:36"
"Schenectady","RED","OTHER","NY","11/30/2012 22:20"
"Binghamton","RED","LIGHT","NY","12/3/2012 17:00"
"Goshen","","FIREBALL","NY","12/3/2012 20:00"
"Plattekill","","CIRCLE","NY","12/4/2012 19:00"
"Buffalo","","FLASH","NY","12/5/2012 10:37"
"Canajoharie","","CHEVRON","NY","12/6/2012 18:45"
"Kingston","","LIGHT","NY","12/7/2012 21:25"
"New York City","","VARIOUS","NY","12/14/2012 5:00"
"Freeport","","CIRCLE","NY","12/15/2012 23:00"
"Plattsburgh","","TRIANGLE","NY","12/16/2012 21:47"
"Islip","ORANGE","LIGHT","NY","12/18/2012 23:45"
"Syracuse","","","NY","12/21/2012 0:00"
"Amherst","ORANGE","LIGHT","NY","12/25/2012 20:05"
"Pine Bush","RED","FORMATION","NY","12/25/2012 20:45"
"Pine Bush","","CIRCLE","NY","12/25/2012 21:00"
"New York City","","DISK","NY","12/26/2012 6:00"
"New York City","RED ORANGE","FIREBALL","NY","12/27/2012 17:15"
"Corona","","OTHER","NY","1/2/2013 6:20"
"Bedford","","TRIANGLE","NY","1/3/2013 6:45"
"Batavia","","DISK","NY","1/4/2013 15:00"
"Milan","GREEN","FIREBALL","NY","1/5/2013 18:35"
"Vestal","","TRIANGLE","NY","1/8/2013 19:50"
"Irvington","","","NY","1/15/2013 2:20"
"High Falls","","CIGAR","NY","1/17/2013 23:00"
"Schenectady","","LIGHT","NY","1/21/2013 0:00"
"Schenectady","","FLASH","NY","1/25/2013 6:02"
"Schoharie","","FIREBALL","NY","1/25/2013 6:05"
"New York City","","LIGHT","NY","1/27/2013 0:00"
"Clifton Park","RED","LIGHT","NY","1/29/2013 21:00"
"Poughkeepsie","","DIAMOND","NY","2/2/2013 5:50"
"Remsen","","CYLINDER","NY","2/4/2013 19:36"
"Blossvale","BLUE","LIGHT","NY","2/6/2013 5:55"
"Rochester","","LIGHT","NY","2/16/2013 20:30"
"Duanesburg","","OVAL","NY","2/22/2013 0:03"
"Buffalo","","FIREBALL","NY","2/22/2013 7:20"
"Poughkkepsie","RED","CIRCLE","NY","2/24/2013 21:30"
"Liverpool","","SPHERE","NY","2/26/2013 6:00"
"New York City","","LIGHT","NY","2/26/2013 21:22"
"Walworth","","OTHER","NY","3/5/2013 20:55"
"Henrietta","","RECTANGLE","NY","3/6/2013 23:00"
"Caniste","ORANGE","LIGHT","NY","3/8/2013 7:56"
"Syracuse","","LIGHT","NY","3/9/2013 19:00"
"Fairport","","TRIANGLE","NY","3/10/2013 12:50"
"Oswego","ORANGE","TRIANGLE","NY","3/16/2013 20:15"
"New Paltz","ORANGE","FIREBALL","NY","3/19/2013 21:00"
"Staten Island","BLUE","FIREBALL","NY","3/22/2013 19:56"
"Ithaca","","FIREBALL","NY","3/23/2013 19:59"
"Avon","","DIAMOND","NY","3/29/2013 21:00"
"Yonkers","","LIGHT","NY","3/29/2013 23:30"
"Yonkers","","LIGHT","NY","3/29/2013 23:30"
"Canajoharie","","TRIANGLE","NY","3/30/2013 21:23"
"Forest Hills","","LIGHT","NY","4/1/2013 22:00"
"Lancaster","","SPHERE","NY","4/3/2013 23:15"
"New York City","","OTHER","NY","4/4/2013 23:40"
"Deerfield","","LIGHT","NY","4/11/2013 23:40"
"Kingston","","CIRCLE","NY","4/14/2013 0:00"
"Hudson Falls","","","NY","4/14/2013 20:53"
"Johnsonville","RED ORANGE","VARIOUS","NY","4/16/2013 0:15"
"New York City","","DISK","NY","4/20/2013 17:00"
"New York City","","LIGHT","NY","4/21/2013 21:50"
"Clinton","RED","TRIANGLE","NY","4/23/2013 23:00"
"New York City","","FLASH","NY","5/1/2013 14:00"
"Elmont","","TRIANGLE","NY","5/1/2013 21:25"
"Medford","","CYLINDER","NY","5/3/2013 19:30"
"Ithaca","RED","CIRCLE","NY","5/4/2013 9:45"
"Baldwinsville","ORANGE","","NY","5/4/2013 21:30"
"Williamsville","BLUE","OVAL","NY","5/4/2013 21:30"
"Nassau County","ORANGE","CIRCLE","NY","5/8/2013 22:45"
"Ridgewood","RED ORANGE","CIRCLE","NY","5/11/2013 23:58"
"Highland Mills","","LIGHT","NY","5/14/2013 4:00"
"Wantagh","ORANGE","CONE","NY","5/17/2013 10:00"
"Glen Cove","","CIRCLE","NY","5/17/2013 19:00"
"Bellport","ORANGE","TRIANGLE","NY","5/17/2013 21:15"
"Albany","","LIGHT","NY","5/19/2013 19:00"
"New York City","","LIGHT","NY","5/19/2013 22:52"
"Port Washington","ORANGE","FIREBALL","NY","5/20/2013 22:30"
"Lynbrook","","FIREBALL","NY","5/20/2013 22:45"
"Goshen","","FIREBALL","NY","5/22/2013 22:50"
"Portville","","","NY","5/25/2013 22:00"
"West Babylon","","LIGHT","NY","5/26/2013 21:03"
"Rochester","","LIGHT","NY","5/26/2013 21:30"
"Green Island","","OTHER","NY","5/26/2013 22:00"
"Long Island City","","LIGHT","NY","5/27/2013 0:10"
"North Tonawanda","","OTHER","NY","5/27/2013 21:18"
"Glen head","RED","CIRCLE","NY","5/29/2013 21:16"
"Green Island","GREEN","","NY","5/31/2013 0:00"
"Green Island","ORANGE","TRIANGLE","NY","5/31/2013 10:00"
"Cassadaga","","TRIANGLE","NY","5/31/2013 21:30"
"Northport","","FIREBALL","NY","5/31/2013 22:30"
"Amherst","BLUE","CIRCLE","NY","6/1/2013 22:45"
"Gloversville","","LIGHT","NY","6/3/2013 21:00"
"Ithaca","","LIGHT","NY","6/3/2013 22:30"
"Binghamton","","DIAMOND","NY","6/5/2013 22:05"
"Rochester","YELLOW","FORMATION","NY","6/9/2013 22:10"
"Poughkeepsie","","CIRCLE","NY","6/9/2013 22:35"
"Jamestown","","FIREBALL","NY","6/10/2013 10:50"
"Cheektowa","","DISK","NY","6/14/2013 14:00"
"Binghamton","","SPHERE","NY","6/15/2013 15:15"
"Ontario","ORANGE","FIREBALL","NY","6/15/2013 22:30"
"Grahamsville","","LIGHT","NY","6/16/2013 21:50"
"Patchogue","","LIGHT","NY","6/20/2013 22:00"
"Salamanca","","SPHERE","NY","6/21/2013 22:38"
"New York City","ORANGE","OTHER","NY","6/22/2013 21:33"
"Albany","RED ORANGE","FIREBALL","NY","6/22/2013 22:00"
"Barker","","FIREBALL","NY","6/22/2013 22:35"
"Bellport","ORANGE","CIRCLE","NY","6/25/2013 22:00"
"Ogdensburg","","LIGHT","NY","6/25/2013 23:20"
"New York City","","EGG","NY","6/26/2013 20:00"
"Baldwinsville","ORANGE","CIRCLE","NY","6/29/2013 21:40"
"Baldwinsville","ORANGE","SPHERE","NY","6/29/2013 21:40"
"New York City","","LIGHT","NY","7/1/2013 23:40"
"New York City","","DISK","NY","7/4/2013 0:00"
"Long Lake","ORANGE","CIRCLE","NY","7/4/2013 21:30"
"Cheektowaga","RED","FIREBALL","NY","7/4/2013 21:40"
"Cohoes","RED","FIREBALL","NY","7/4/2013 21:45"
"Buffalo","ORANGE","FIREBALL","NY","7/4/2013 22:00"
"Copiague","","LIGHT","NY","7/4/2013 22:00"
"Syosset","RED","OVAL","NY","7/4/2013 22:00"
"Buffalo","ORANGE","DISK","NY","7/4/2013 22:30"
"Massapequa","","CIRCLE","NY","7/4/2013 22:30"
"Mount Sinai","ORANGE","CIRCLE","NY","7/4/2013 22:30"
"Levittown","ORANGE","SPHERE","NY","7/4/2013 22:40"
"Valley Stream","RED","OVAL","NY","7/4/2013 23:15"
"Franklin Square","RED","CIRCLE","NY","7/5/2013 22:40"
"New York City","","FIREBALL","NY","7/6/2013 22:00"
"New York City","","LIGHT","NY","7/6/2013 22:25"
"Canajoharie","ORANGE","CIRCLE","NY","7/6/2013 22:30"
"Lindenhurst","","CIRCLE","NY","7/7/2013 20:59"
"New York City","","CIRCLE","NY","7/8/2013 17:20"
"Minoa","","","NY","7/10/2013 22:35"
"Fairport","","CIRCLE","NY","7/12/2013 11:30"
"Ithaca","ORANGE","FIREBALL","NY","7/12/2013 21:00"
"Staten Island","","DISK","NY","7/12/2013 21:04"
"Albany","","LIGHT","NY","7/12/2013 21:50"
"Sodus Center","ORANGE","LIGHT","NY","7/13/2013 20:30"
"Coram","RED","CONE","NY","7/13/2013 21:00"
"Endicott","","OTHER","NY","7/14/2013 23:00"
"Slate Hill","","FLASH","NY","7/16/2013 22:05"
"New York City","RED","LIGHT","NY","7/16/2013 22:30"
"Buffalo","YELLOW","","NY","7/18/2013 21:30"
"Willet","","FIREBALL","NY","7/18/2013 22:30"
"Staten Island","RED","OTHER","NY","7/19/2013 23:00"
"Dunkirk","","FIREBALL","NY","7/20/2013 21:40"
"Lockport","ORANGE","CIRCLE","NY","7/20/2013 21:49"
"Amityville","","FORMATION","NY","7/21/2013 20:45"
"Fredonia","","LIGHT","NY","7/25/2013 6:00"
"Syracuse","","CIRCLE","NY","7/25/2013 21:15"
"East Aurora","ORANGE","OVAL","NY","7/25/2013 21:20"
"Syracuse","","FLASH","NY","7/25/2013 23:00"
"South Kortright","RED GREEN BLUE","CIRCLE","NY","7/26/2013 0:00"
"Corfu","BLUE","FIREBALL","NY","7/26/2013 22:30"
"Bridgeport","","LIGHT","NY","7/26/2013 23:00"
"Middlesex","ORANGE","","NY","7/26/2013 23:30"
"Middle Village","RED","CIRCLE","NY","7/27/2013 21:30"
"Sag Harbor","","FIREBALL","NY","7/27/2013 21:50"
"Buffalo","","","NY","7/29/2013 1:00"
"Gallatin","","LIGHT","NY","7/29/2013 20:45"
"New York City","RED ORANGE","TRIANGLE","NY","7/29/2013 21:50"
"Elba","","CIRCLE","NY","7/29/2013 23:00"
"East Moriches","","LIGHT","NY","7/30/2013 21:15"
"Huntington Station","","FIREBALL","NY","7/31/2013 21:30"
"Buffalo","","FIREBALL","NY","7/31/2013 21:55"
